longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,income_cat,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-122.2,37.76,37.0,2680.0,736.0,1925.0,667.0,1.4097,1,4.017991004497751,2.886056971514243,0.2746268656716418,0,0,1,0,84600.0
-117.09,32.8,36.0,2163.0,367.0,915.0,360.0,4.7188,4,6.008333333333334,2.5416666666666665,0.16967175219602404,0,0,0,1,174100.0
-118.43,34.06,31.0,1317.0,284.0,523.0,274.0,7.4219,5,4.806569343065694,1.9087591240875912,0.21564160971905846,0,0,0,0,500001.0
-121.88,37.34,52.0,867.0,232.0,1264.0,227.0,2.6312,2,3.8193832599118944,5.568281938325991,0.2675893886966551,0,0,0,0,302900.0
-117.5,34.04,5.0,3958.0,665.0,2456.0,666.0,5.1647,4,5.942942942942943,3.6876876876876876,0.16801414855987873,1,0,0,0,154700.0
-116.99,32.71,21.0,3049.0,582.0,2355.0,585.0,3.8904,3,5.211965811965812,4.0256410256410255,0.19088225647753362,0,0,0,1,113800.0
-118.13,34.19,42.0,2203.0,412.0,1012.0,377.0,4.0714,3,5.843501326259947,2.684350132625995,0.1870177031320926,1,0,0,0,234000.0
-121.36,38.67,17.0,2770.0,684.0,1471.0,624.0,2.3683,2,4.439102564102564,2.3573717948717947,0.24693140794223828,1,0,0,0,82500.0
-120.82,37.64,20.0,3375.0,630.0,1505.0,598.0,2.69,2,5.6438127090301,2.516722408026756,0.18666666666666668,1,0,0,0,201300.0
-118.32,34.02,50.0,1655.0,256.0,672.0,260.0,4.2554,3,6.365384615384615,2.5846153846153848,0.15468277945619335,0,0,0,0,194300.0
-118.04,34.06,31.0,957.0,295.0,1300.0,287.0,2.1383,2,3.3344947735191637,4.529616724738676,0.30825496342737724,0,0,0,0,153400.0
-120.6,37.35,19.0,3874.0,676.0,2441.0,707.0,3.2955,3,5.479490806223479,3.4526166902404527,0.174496644295302,1,0,0,0,88600.0
-117.15,32.72,52.0,344.0,177.0,460.0,147.0,1.2292,1,2.3401360544217686,3.129251700680272,0.5145348837209303,0,0,0,1,137500.0
-118.32,34.09,34.0,2473.0,1171.0,2655.0,1083.0,1.6331,2,2.283471837488458,2.451523545706371,0.4735139506672058,0,0,0,0,162500.0
-118.24,34.16,52.0,1904.0,297.0,797.0,286.0,6.6603,5,6.6573426573426575,2.7867132867132867,0.1559873949579832,0,0,0,0,380400.0
-121.98,38.25,4.0,2487.0,440.0,1545.0,452.0,4.9103,4,5.502212389380531,3.418141592920354,0.1769199839163651,1,0,0,0,140400.0
-118.47,33.99,24.0,1438.0,454.0,665.0,416.0,2.975,2,3.456730769230769,1.5985576923076923,0.3157162726008345,0,0,0,0,500001.0
-118.25,34.13,22.0,2340.0,773.0,2226.0,754.0,2.5417,2,3.103448275862069,2.952254641909814,0.33034188034188033,0,0,0,0,217500.0
-122.47,37.69,30.0,837.0,213.0,606.0,199.0,4.875,4,4.206030150753769,3.0452261306532664,0.25448028673835127,0,0,0,1,258800.0
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,1,2.6515151515151514,1.6545454545454545,0.3977142857142857,0,0,1,0,162500.0
-118.28,33.83,18.0,5923.0,1409.0,3887.0,1322.0,3.4712,3,4.4803328290468984,2.9402420574886534,0.23788620631436772,0,0,0,0,194400.0
-118.19,34.11,26.0,1638.0,457.0,1155.0,437.0,3.4227,3,3.748283752860412,2.643020594965675,0.278998778998779,0,0,0,0,143800.0
-118.27,34.25,35.0,779.0,143.0,371.0,150.0,4.6635,4,5.193333333333333,2.473333333333333,0.18356867779204109,0,0,0,0,230100.0
-117.86,33.74,38.0,2415.0,642.0,3242.0,599.0,3.425,3,4.031719532554257,5.412353923205342,0.26583850931677017,0,0,0,0,165600.0
-117.74,33.97,4.0,9755.0,1748.0,4662.0,1583.0,5.6501,4,6.162349968414403,2.9450410612760582,0.17919015889287546,0,0,0,0,254900.0
-122.26,37.9,52.0,1927.0,279.0,705.0,288.0,7.8864,5,6.690972222222222,2.4479166666666665,0.14478463933575506,0,0,1,0,357300.0
-118.27,34.01,35.0,1672.0,556.0,2106.0,519.0,1.2206,1,3.2215799614643545,4.057803468208093,0.33253588516746413,0,0,0,0,129200.0
-118.02,33.75,26.0,2989.0,479.0,1596.0,475.0,5.7157,4,6.292631578947368,3.36,0.16025426564068251,0,0,0,0,231200.0
-117.98,33.71,24.0,3430.0,548.0,1601.0,512.0,5.6825,4,6.69921875,3.126953125,0.1597667638483965,0,0,0,0,264600.0
-122.54,37.94,26.0,3990.0,804.0,1550.0,792.0,5.1834,4,5.037878787878788,1.957070707070707,0.20150375939849624,0,0,1,0,405500.0
-115.9,32.69,18.0,414.0,86.0,98.0,54.0,1.5417,2,7.666666666666667,1.8148148148148149,0.20772946859903382,1,0,0,0,57500.0
-118.06,34.17,38.0,2726.0,398.0,1059.0,380.0,7.2419,5,7.173684210526316,2.786842105263158,0.14600146735143066,1,0,0,0,410400.0
-119.81,36.83,10.0,5780.0,922.0,2712.0,883.0,5.6445,4,6.545866364665912,3.0713476783691958,0.15951557093425606,1,0,0,0,135500.0
-122.43,37.79,52.0,3565.0,892.0,1377.0,852.0,3.8068,3,4.184272300469484,1.6161971830985915,0.25021037868162693,0,0,1,0,500001.0
-118.45,34.3,35.0,4085.0,919.0,3988.0,906.0,3.4812,3,4.508830022075055,4.401766004415011,0.22496940024479803,0,0,0,0,160200.0
-119.08,36.02,26.0,1748.0,346.0,891.0,303.0,1.9439,2,5.768976897689769,2.9405940594059405,0.19794050343249428,1,0,0,0,62100.0
-118.52,34.25,11.0,7849.0,1664.0,3561.0,1500.0,4.6625,4,5.232666666666667,2.374,0.21200152885717927,0,0,0,0,290900.0
-118.02,34.04,27.0,5640.0,1001.0,3538.0,978.0,5.065,4,5.766871165644171,3.61758691206544,0.1774822695035461,0,0,0,0,215400.0
-120.27,37.12,36.0,1219.0,258.0,639.0,245.0,1.9464,2,4.975510204081632,2.6081632653061226,0.21164889253486463,1,0,0,0,57000.0
-117.67,33.56,4.0,3289.0,728.0,1345.0,632.0,4.6863,4,5.204113924050633,2.1281645569620253,0.22134387351778656,0,0,0,0,184400.0
-117.09,32.91,16.0,2005.0,266.0,827.0,270.0,7.0546,5,7.425925925925926,3.062962962962963,0.13266832917705737,0,0,0,0,282200.0
-118.38,33.97,43.0,2715.0,458.0,1151.0,434.0,7.4897,5,6.255760368663594,2.652073732718894,0.1686924493554328,0,0,0,0,362600.0
-119.6,36.58,28.0,1452.0,300.0,919.0,308.0,2.8287,2,4.714285714285714,2.9837662337662336,0.2066115702479339,1,0,0,0,73100.0
-118.36,34.07,40.0,1821.0,447.0,777.0,441.0,2.3375,2,4.129251700680272,1.7619047619047619,0.24546952224052718,0,0,0,0,355200.0
-124.06,40.88,12.0,2087.0,424.0,1603.0,438.0,2.5667,2,4.764840182648402,3.6598173515981736,0.20316243411595591,0,0,0,1,139500.0
-121.14,37.52,37.0,1358.0,231.0,586.0,214.0,3.1645,3,6.345794392523365,2.7383177570093458,0.17010309278350516,1,0,0,0,170800.0
-123.79,39.44,16.0,2017.0,423.0,1177.0,414.0,3.2171,3,4.871980676328502,2.842995169082126,0.20971740208230044,0,0,0,0,116200.0
-122.12,37.37,18.0,1617.0,231.0,555.0,222.0,8.9021,5,7.283783783783784,2.5,0.14285714285714285,0,0,1,0,500001.0
-118.16,34.06,25.0,4284.0,741.0,2163.0,701.0,6.1509,5,6.111269614835948,3.085592011412268,0.17296918767507002,0,0,0,0,315100.0
-121.22,37.81,17.0,2879.0,542.0,1802.0,530.0,3.6378,3,5.432075471698113,3.4,0.18825981243487322,1,0,0,0,126100.0
-120.65,35.32,20.0,626.0,212.0,3574.0,261.0,1.0298,1,2.3984674329501914,13.693486590038313,0.33865814696485624,0,0,0,1,300000.0
-118.12,34.16,30.0,1762.0,416.0,940.0,398.0,2.8631,2,4.42713567839196,2.3618090452261304,0.23609534619750283,0,0,0,0,188600.0
-117.64,34.02,10.0,4887.0,930.0,2637.0,831.0,4.0611,3,5.88086642599278,3.1732851985559565,0.19030079803560468,1,0,0,0,158000.0
-122.04,37.97,10.0,974.0,316.0,631.0,286.0,2.3152,2,3.4055944055944054,2.2062937062937062,0.324435318275154,0,0,1,0,140600.0
-118.34,33.99,46.0,1217.0,322.0,662.0,305.0,3.1731,3,3.9901639344262296,2.1704918032786886,0.2645850451930978,0,0,0,0,140300.0
-118.49,34.05,42.0,1918.0,216.0,632.0,224.0,15.0001,5,8.5625,2.8214285714285716,0.11261730969760167,0,0,0,0,500001.0
-122.93,38.38,18.0,2562.0,500.0,1128.0,414.0,3.9336,3,6.188405797101449,2.7246376811594204,0.195160031225605,0,0,0,0,262500.0
-122.04,37.95,29.0,866.0,138.0,341.0,133.0,4.7188,4,6.511278195488722,2.56390977443609,0.15935334872979215,0,0,1,0,197100.0
-117.87,33.78,30.0,2022.0,522.0,1196.0,463.0,3.7454,3,4.367170626349892,2.5831533477321815,0.258160237388724,0,0,0,0,186000.0
-121.92,36.54,33.0,5323.0,887.0,1670.0,740.0,3.9792,3,7.193243243243243,2.2567567567567566,0.16663535600225438,0,0,0,1,468000.0
-117.88,33.55,27.0,2278.0,316.0,772.0,304.0,10.1275,5,7.493421052631579,2.539473684210526,0.13871817383669885,0,0,0,0,500001.0
-116.98,33.26,12.0,5898.0,1002.0,3129.0,945.0,4.7647,4,6.241269841269841,3.311111111111111,0.1698880976602238,0,0,0,0,254100.0
-119.29,36.33,19.0,792.0,232.0,641.0,222.0,0.7445,1,3.5675675675675675,2.8873873873873874,0.29292929292929293,1,0,0,0,112500.0
-122.15,37.69,36.0,1545.0,273.0,863.0,267.0,4.0109,3,5.786516853932584,3.2322097378277155,0.1766990291262136,0,0,1,0,192900.0
-118.11,34.15,26.0,2193.0,558.0,1186.0,559.0,3.6474,3,3.923076923076923,2.1216457960644006,0.25444596443228457,0,0,0,0,184100.0
-118.32,34.18,44.0,1594.0,389.0,832.0,340.0,3.4,3,4.688235294117647,2.447058823529412,0.2440401505646173,0,0,0,0,212100.0
-118.19,34.04,40.0,1279.0,316.0,1438.0,329.0,2.1774,2,3.8875379939209727,4.37082066869301,0.2470680218921032,0,0,0,0,157600.0
-117.94,33.93,33.0,1770.0,370.0,1346.0,366.0,4.0833,3,4.836065573770492,3.6775956284153004,0.20903954802259886,0,0,0,0,162500.0
-117.38,34.11,36.0,1497.0,264.0,894.0,275.0,3.3066,3,5.443636363636363,3.250909090909091,0.17635270541082165,1,0,0,0,96300.0
-117.11,32.57,32.0,2723.0,586.0,1702.0,562.0,3.3371,3,4.845195729537367,3.0284697508896796,0.21520381931692986,0,0,0,1,140500.0
-116.44,33.74,5.0,846.0,249.0,117.0,67.0,7.9885,5,12.626865671641792,1.7462686567164178,0.29432624113475175,1,0,0,0,403300.0
-118.34,34.01,38.0,2318.0,735.0,1407.0,702.0,1.6187,2,3.301994301994302,2.0042735042735043,0.317083692838654,0,0,0,0,266700.0
-122.39,37.73,52.0,1070.0,224.0,567.0,207.0,2.8603,2,5.169082125603865,2.739130434782609,0.20934579439252338,0,0,1,0,189000.0
-124.17,41.8,16.0,2739.0,480.0,1259.0,436.0,3.7557,3,6.282110091743119,2.8876146788990824,0.17524644030668127,0,0,0,1,109400.0
-118.03,34.06,27.0,2510.0,783.0,3481.0,726.0,2.4875,2,3.4573002754820936,4.794765840220386,0.31195219123505974,0,0,0,0,157800.0
-121.84,39.75,29.0,4362.0,1053.0,2053.0,1000.0,1.7284,2,4.362,2.053,0.24140302613480055,1,0,0,0,74500.0
-120.61,35.12,12.0,3430.0,793.0,1840.0,720.0,2.9821,2,4.763888888888889,2.5555555555555554,0.23119533527696792,0,0,0,0,162000.0
-118.17,34.11,26.0,4971.0,996.0,2370.0,932.0,4.9676,4,5.333690987124464,2.5429184549356223,0.20036210018105008,0,0,0,0,381400.0
-117.85,33.61,14.0,4340.0,741.0,1505.0,670.0,7.5674,5,6.477611940298507,2.246268656716418,0.17073732718894008,0,0,0,0,500001.0
-115.96,33.3,27.0,322.0,81.0,112.0,57.0,1.125,1,5.649122807017544,1.9649122807017543,0.2515527950310559,1,0,0,0,54400.0
-118.31,34.28,34.0,3258.0,610.0,1810.0,633.0,5.1145,4,5.1469194312796205,2.859399684044234,0.18723143032535297,0,0,0,0,219900.0
-121.9,39.59,20.0,1465.0,278.0,745.0,250.0,3.0625,3,5.86,2.98,0.18976109215017065,1,0,0,0,93800.0
-118.24,33.97,43.0,1357.0,349.0,1657.0,331.0,2.0819,2,4.099697885196375,5.006042296072508,0.2571849668386146,0,0,0,0,111800.0
-117.82,33.78,25.0,4977.0,645.0,2061.0,646.0,6.58,5,7.704334365325077,3.1904024767801857,0.1295961422543701,0,0,0,0,318500.0
-122.32,37.96,34.0,2070.0,357.0,784.0,294.0,4.0417,3,7.040816326530612,2.6666666666666665,0.17246376811594202,0,0,1,0,182800.0
-122.25,37.89,41.0,1125.0,195.0,356.0,181.0,6.1593,5,6.2154696132596685,1.9668508287292819,0.17333333333333334,0,0,1,0,344000.0
-121.27,38.14,40.0,929.0,257.0,576.0,229.0,2.125,2,4.056768558951965,2.51528384279476,0.2766415500538213,1,0,0,0,137500.0
-118.25,34.13,36.0,2946.0,1025.0,2542.0,912.0,2.2244,2,3.2302631578947367,2.787280701754386,0.34792939579090293,0,0,0,0,255900.0
-117.23,33.1,4.0,1862.0,291.0,685.0,248.0,7.745,5,7.508064516129032,2.7620967741935485,0.15628356605800214,0,0,0,1,237400.0
-117.89,33.92,8.0,2120.0,544.0,1281.0,470.0,3.4954,3,4.51063829787234,2.725531914893617,0.25660377358490566,0,0,0,0,159500.0
-121.83,37.28,33.0,1115.0,250.0,1168.0,261.0,3.9009,3,4.272030651340996,4.475095785440613,0.2242152466367713,0,0,0,0,178600.0
-117.68,33.51,19.0,2930.0,428.0,1481.0,430.0,6.323,5,6.813953488372093,3.444186046511628,0.14607508532423208,0,0,0,0,480800.0
-122.03,37.18,10.0,212.0,38.0,78.0,21.0,6.0622,5,10.095238095238095,3.7142857142857144,0.1792452830188679,0,0,0,0,390000.0
-121.81,38.43,30.0,1674.0,297.0,756.0,292.0,3.9286,3,5.732876712328767,2.589041095890411,0.1774193548387097,1,0,0,0,133100.0
-118.84,34.21,16.0,4975.0,949.0,2537.0,971.0,5.2361,4,5.123583934088568,2.612770339855819,0.1907537688442211,0,0,0,0,224700.0
-118.37,33.95,52.0,836.0,175.0,747.0,166.0,4.125,3,5.036144578313253,4.5,0.20933014354066987,0,0,0,0,174000.0
-117.23,32.86,16.0,1675.0,354.0,604.0,332.0,5.2326,4,5.045180722891566,1.819277108433735,0.21134328358208956,0,0,0,1,188300.0
-120.69,35.64,38.0,2564.0,546.0,1301.0,481.0,2.0076,2,5.330561330561331,2.7047817047817047,0.21294851794071762,0,0,0,0,114000.0
-117.49,33.99,21.0,2050.0,392.0,1153.0,336.0,4.84,4,6.101190476190476,3.431547619047619,0.19121951219512195,1,0,0,0,116400.0
-117.24,32.75,36.0,1856.0,475.0,822.0,416.0,2.3042,2,4.461538461538462,1.9759615384615385,0.25592672413793105,0,0,0,1,220600.0
-118.25,34.02,32.0,1311.0,410.0,1792.0,396.0,2.3304,2,3.3106060606060606,4.525252525252525,0.3127383676582761,0,0,0,0,119900.0
-118.35,33.83,36.0,1102.0,193.0,522.0,172.0,6.1187,5,6.406976744186046,3.0348837209302326,0.1751361161524501,0,0,0,0,342000.0
-119.74,34.45,29.0,2526.0,388.0,1092.0,409.0,6.0597,5,6.176039119804401,2.6699266503667483,0.1536025336500396,0,0,0,0,383100.0
-118.4,34.01,48.0,1427.0,253.0,693.0,268.0,5.7405,4,5.324626865671642,2.5858208955223883,0.17729502452697968,0,0,0,0,351600.0
-122.1,37.68,38.0,1779.0,413.0,1061.0,400.0,3.0962,3,4.4475,2.6525,0.23215289488476673,0,0,1,0,180900.0
-118.27,33.95,29.0,1579.0,351.0,1056.0,322.0,2.3056,2,4.903726708074534,3.279503105590062,0.22229259024699177,0,0,0,0,98500.0
-117.9,33.9,18.0,3821.0,576.0,1430.0,568.0,6.9399,5,6.727112676056338,2.517605633802817,0.15074587804239728,0,0,0,0,349600.0
-124.16,41.92,19.0,1668.0,324.0,841.0,283.0,2.1336,2,5.893992932862191,2.9717314487632507,0.19424460431654678,0,0,0,1,75000.0
-122.49,38.3,14.0,2844.0,602.0,1613.0,544.0,3.3571,3,5.227941176470588,2.9650735294117645,0.21167369901547117,0,0,0,0,193600.0
-122.27,37.99,16.0,4921.0,737.0,2312.0,725.0,5.8899,4,6.787586206896552,3.188965517241379,0.1497663076610445,0,0,1,0,243200.0
-118.29,33.89,33.0,2138.0,567.0,1072.0,528.0,2.7428,2,4.049242424242424,2.0303030303030303,0.26520112254443406,0,0,0,0,208900.0
-121.64,39.11,18.0,3212.0,542.0,1817.0,508.0,3.3793,3,6.322834645669292,3.576771653543307,0.16874221668742218,1,0,0,0,92900.0
-119.81,36.72,46.0,1414.0,268.0,902.0,243.0,1.5833,2,5.818930041152264,3.711934156378601,0.18953323903818953,1,0,0,0,56700.0
-117.7,33.56,2.0,2112.0,305.0,703.0,261.0,6.9343,5,8.091954022988507,2.6934865900383143,0.14441287878787878,0,0,0,0,298500.0
-120.62,35.12,22.0,1240.0,294.0,768.0,288.0,2.655,2,4.305555555555555,2.6666666666666665,0.23709677419354838,0,0,0,0,160000.0
-122.55,37.59,31.0,1331.0,245.0,598.0,225.0,4.1827,3,5.915555555555556,2.6577777777777776,0.18407212622088656,0,0,0,1,345500.0
-117.19,33.18,7.0,3561.0,722.0,1921.0,657.0,4.1128,3,5.420091324200913,2.923896499238965,0.20275203594495927,0,0,0,0,209700.0
-117.06,32.63,37.0,1326.0,234.0,612.0,240.0,4.125,3,5.525,2.55,0.17647058823529413,0,0,0,1,160200.0
-117.9,34.12,35.0,957.0,194.0,804.0,221.0,3.3322,3,4.330316742081448,3.6380090497737556,0.2027168234064786,0,0,0,0,151400.0
-118.44,34.3,38.0,1595.0,314.0,1181.0,327.0,3.4,3,4.877675840978593,3.611620795107034,0.19686520376175548,0,0,0,0,155500.0
-121.03,37.68,20.0,3204.0,625.0,2016.0,605.0,2.6567,2,5.295867768595041,3.332231404958678,0.19506866416978777,1,0,0,0,110400.0
-118.15,34.2,37.0,1997.0,361.0,1037.0,363.0,3.7932,3,5.5013774104683195,2.8567493112947657,0.18077115673510266,1,0,0,0,210300.0
-120.99,37.67,16.0,568.0,124.0,307.0,116.0,2.1518,2,4.896551724137931,2.646551724137931,0.21830985915492956,1,0,0,0,107400.0
-118.31,33.73,52.0,1642.0,287.0,692.0,288.0,4.1812,3,5.701388888888889,2.4027777777777777,0.17478684531059682,0,0,0,1,321500.0
-122.55,38.03,29.0,7174.0,1169.0,3063.0,1172.0,6.0902,5,6.121160409556314,2.613481228668942,0.16294954000557568,0,0,1,0,293200.0
-122.68,38.46,15.0,1811.0,406.0,718.0,403.0,2.3929,2,4.493796526054591,1.781637717121588,0.22418553285477635,0,0,0,0,141300.0
-119.02,35.42,40.0,1912.0,439.0,1015.0,413.0,1.4598,1,4.62953995157385,2.457627118644068,0.22960251046025104,1,0,0,0,52600.0
-118.46,34.02,46.0,2571.0,502.0,1225.0,501.0,6.0436,5,5.131736526946108,2.4451097804391217,0.19525476468300274,0,0,0,0,473000.0
-118.46,33.97,18.0,9430.0,2473.0,3408.0,2003.0,6.1726,5,4.707938092860709,1.7014478282576135,0.26224814422057263,0,0,0,0,500001.0
-116.92,32.86,11.0,2204.0,518.0,1472.0,497.0,2.3693,2,4.434607645875252,2.9617706237424546,0.23502722323049002,0,0,0,0,127000.0
-121.39,38.59,34.0,1151.0,234.0,563.0,251.0,2.8,2,4.585657370517929,2.243027888446215,0.20330147697654213,1,0,0,0,113600.0
-119.79,34.43,26.0,3611.0,563.0,2089.0,540.0,5.1615,4,6.687037037037037,3.8685185185185187,0.15591248961506507,0,0,0,1,276200.0
-117.66,34.04,16.0,2081.0,348.0,1332.0,356.0,4.7872,4,5.845505617977528,3.741573033707865,0.1672272945699183,1,0,0,0,147600.0
-121.4,39.33,15.0,2655.0,493.0,1200.0,432.0,3.5179,3,6.145833333333333,2.7777777777777777,0.1856873822975518,1,0,0,0,107200.0
-122.27,37.77,23.0,5679.0,1270.0,2690.0,1151.0,4.7695,4,4.933970460469157,2.3370981754995657,0.22363092093678463,0,0,1,0,291700.0
-118.35,33.91,19.0,1949.0,559.0,1282.0,498.0,2.7813,2,3.9136546184738954,2.57429718875502,0.28681375064135456,0,0,0,0,231300.0
-121.6,37.09,24.0,1511.0,318.0,1052.0,292.0,3.625,3,5.174657534246576,3.6027397260273974,0.21045665122435472,0,0,0,0,350000.0
-121.97,37.28,25.0,4707.0,695.0,1995.0,642.0,6.6437,5,7.331775700934579,3.107476635514019,0.14765243254727003,0,0,0,0,296100.0
-120.09,37.0,11.0,3761.0,675.0,2374.0,673.0,3.4598,3,5.588410104011887,3.527488855869242,0.17947354427014092,1,0,0,0,74600.0
-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,4,6.416666666666667,2.6142857142857143,0.15732838589981446,0,0,0,1,362300.0
-121.42,37.74,35.0,796.0,132.0,313.0,152.0,3.15,3,5.2368421052631575,2.0592105263157894,0.1658291457286432,1,0,0,0,153200.0
-118.43,34.24,35.0,1416.0,261.0,995.0,272.0,3.7143,3,5.205882352941177,3.6580882352941178,0.1843220338983051,0,0,0,0,178700.0
-121.8,37.26,16.0,1868.0,285.0,995.0,284.0,5.9053,4,6.577464788732394,3.5035211267605635,0.15256959314775162,0,0,0,0,260500.0
-121.99,37.36,33.0,2677.0,644.0,1469.0,633.0,3.2048,3,4.229067930489731,2.320695102685624,0.2405677997758685,0,0,0,0,261800.0
-121.01,37.33,17.0,1926.0,410.0,1054.0,321.0,1.6214,2,6.0,3.283489096573209,0.21287642782969884,1,0,0,0,71500.0
-118.34,33.86,36.0,2223.0,360.0,1162.0,376.0,5.259,4,5.912234042553192,3.0904255319148937,0.16194331983805668,0,0,0,0,279400.0
-117.96,34.14,27.0,2221.0,542.0,1328.0,523.0,2.5275,2,4.246653919694072,2.5391969407265775,0.2440342188203512,1,0,0,0,151700.0
-117.69,33.52,3.0,7374.0,1444.0,3214.0,1279.0,4.538,4,5.7654417513682565,2.5129007036747457,0.1958231624627068,0,0,0,0,278200.0
-122.23,37.46,26.0,4670.0,1039.0,2103.0,933.0,4.4167,3,5.005359056806002,2.2540192926045015,0.22248394004282654,0,0,0,1,333800.0
-122.07,37.58,16.0,1893.0,338.0,1461.0,344.0,5.225,4,5.502906976744186,4.247093023255814,0.17855256207078712,0,0,1,0,213700.0
-119.8,36.82,24.0,5377.0,1005.0,2010.0,982.0,3.4542,3,5.475560081466395,2.0468431771894093,0.18690719732192673,1,0,0,0,121200.0
-118.26,33.78,21.0,2188.0,706.0,2265.0,652.0,1.9923,2,3.355828220858896,3.473926380368098,0.3226691042047532,0,0,0,1,164700.0
-118.42,33.92,25.0,3521.0,852.0,1524.0,764.0,3.8086,3,4.608638743455497,1.9947643979057592,0.24197671116160183,0,0,0,0,361300.0
-120.8,37.61,30.0,918.0,154.0,469.0,139.0,3.9688,3,6.60431654676259,3.3741007194244603,0.16775599128540306,1,0,0,0,175000.0
-117.34,34.13,29.0,1494.0,286.0,991.0,280.0,2.125,2,5.335714285714285,3.539285714285714,0.19143239625167335,1,0,0,0,70600.0
-120.45,34.66,7.0,3329.0,504.0,1462.0,452.0,4.7875,4,7.365044247787611,3.234513274336283,0.15139681586061882,0,0,0,1,198300.0
-118.18,33.8,42.0,2301.0,621.0,2114.0,561.0,2.0579,2,4.101604278074866,3.768270944741533,0.26988265971316816,0,0,0,1,132700.0
-118.46,34.07,43.0,2511.0,456.0,808.0,407.0,6.7703,5,6.169533169533169,1.9852579852579852,0.1816009557945042,0,0,0,0,500001.0
-118.43,34.15,42.0,1293.0,214.0,459.0,217.0,7.6720000000000015,5,5.95852534562212,2.1152073732718892,0.16550657385924208,0,0,0,0,467600.0
-117.23,33.89,5.0,11775.0,2031.0,6686.0,1911.0,4.1953,3,6.161695447409733,3.4986917844060703,0.17248407643312103,1,0,0,0,136600.0
-117.88,33.73,33.0,2291.0,594.0,3232.0,589.0,3.2037,3,3.8896434634974533,5.487266553480476,0.25927542557835004,0,0,0,0,163500.0
-117.11,32.69,37.0,2395.0,627.0,2489.0,599.0,1.5933,2,3.998330550918197,4.155258764607679,0.2617954070981211,0,0,0,1,86300.0
-122.04,38.24,30.0,2081.0,456.0,1005.0,438.0,1.9954,2,4.751141552511416,2.2945205479452055,0.21912542047092745,1,0,0,0,92900.0
-118.45,34.14,33.0,1741.0,274.0,588.0,267.0,7.9625,5,6.520599250936329,2.202247191011236,0.15738081562320505,0,0,0,0,490800.0
-121.8,37.7,22.0,5533.0,943.0,2474.0,910.0,4.7361,4,6.08021978021978,2.718681318681319,0.17043195373215253,1,0,0,0,216800.0
-118.31,34.08,23.0,1443.0,521.0,1264.0,450.0,2.7543,2,3.2066666666666666,2.8088888888888888,0.36105336105336105,0,0,0,0,220000.0
-121.3,38.66,28.0,3391.0,550.0,1546.0,553.0,4.2188,3,6.132007233273056,2.7956600361663653,0.16219404305514598,1,0,0,0,139200.0
-122.52,37.93,34.0,2782.0,502.0,1219.0,507.0,5.0779,4,5.487179487179487,2.4043392504930967,0.18044572250179727,0,0,1,0,333900.0
-118.01,33.79,30.0,2460.0,403.0,1277.0,395.0,5.4372,4,6.227848101265823,3.232911392405063,0.1638211382113821,0,0,0,0,223200.0
-122.26,37.77,52.0,1704.0,371.0,663.0,340.0,4.226,3,5.011764705882353,1.95,0.2177230046948357,0,0,1,0,275000.0
-122.27,37.43,33.0,1601.0,223.0,629.0,215.0,15.0001,5,7.446511627906977,2.925581395348837,0.13928794503435352,0,0,0,1,500001.0
-119.36,36.21,25.0,1170.0,259.0,804.0,257.0,1.3889,1,4.552529182879377,3.1284046692607004,0.22136752136752136,1,0,0,0,50200.0
-118.28,34.1,44.0,2728.0,585.0,1227.0,567.0,4.0602,3,4.811287477954145,2.164021164021164,0.21444281524926687,0,0,0,0,324000.0
-118.48,34.27,33.0,2649.0,449.0,1303.0,437.0,4.9955,4,6.061784897025172,2.9816933638443937,0.16949792374480938,0,0,0,0,216800.0
-117.06,32.7,12.0,3943.0,737.0,3280.0,751.0,4.112,3,5.250332889480692,4.3675099866844205,0.18691351762617298,0,0,0,1,141400.0
-117.08,32.73,36.0,1158.0,218.0,619.0,233.0,3.6125,3,4.969957081545064,2.6566523605150216,0.18825561312607944,0,0,0,1,122500.0
-118.13,33.83,44.0,1710.0,333.0,786.0,344.0,4.2917,3,4.97093023255814,2.2848837209302326,0.19473684210526315,0,0,0,0,314700.0
-122.05,37.94,22.0,4162.0,1194.0,1804.0,1185.0,2.5459,2,3.512236286919831,1.5223628691983122,0.2868813070639116,0,0,1,0,179300.0
-121.33,38.04,15.0,1933.0,280.0,965.0,260.0,4.6477,4,7.434615384615385,3.7115384615384617,0.14485256078634248,1,0,0,0,142700.0
-121.94,38.27,35.0,10869.0,2226.0,9879.0,2152.0,2.5681,2,5.050650557620818,4.590613382899628,0.20480264973778636,1,0,0,0,81300.0
-122.1,37.39,36.0,1860.0,367.0,794.0,366.0,5.0871,4,5.081967213114754,2.169398907103825,0.19731182795698926,0,0,1,0,354500.0
-122.32,37.91,34.0,2669.0,647.0,1341.0,555.0,2.6399,2,4.809009009009009,2.4162162162162164,0.24241288872236794,0,0,1,0,119600.0
